S NO,STATION_NUMBER,DISTRICT_NAME,BLOCK,LOCATION,LONGITUDE,LATITUDE,STATION_TYPE,TIME,cloudiness,Humidity (%),RAIN (mm),TEMPERATURE (C),Wind Direction (Deg),Wind Speed (m/s)
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.7,3.6,27.6,74.6,6.9
716,10230,Supaul,Marauna,Mrona Dashin,86.424583,26.171297,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,51.9,0.7,35,123.9,5
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,85.6,0,28.6,97.9,4.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,45.1,0,38.2,106,5.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,88.9,12.4,29.1,87.7,5.2
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,59,7.9,36.3,93.3,5.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,89.7,0,28.1,78.7,6.4
717,10229,Supaul,Marauna,Mrona Uttar,86.453722,26.185135,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,51.9,0.7,35,123.9,5
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,85.6,0,28.6,97.9,4.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,45.1,0,38.2,106,5.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,88.9,12.4,29.1,87.7,5.2
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,59,7.9,36.3,93.3,5.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,89.7,0,28.1,78.7,6.4
718,10225,Supaul,Marauna,Pakicoch,86.508278,26.212572,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,51.4,0,35.4,127.2,4.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,85.9,0,28.6,96.5,4.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,44.6,0,38,107.1,4.9
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,89.9,15.8,28.9,88,5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,60.5,12.8,35.5,86.5,5.7
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,90.9,0,27.9,75.8,6.6
719,10233,Supaul,Marauna,Sarojabela,86.536441,26.243549,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,52,0.6,36.2,124.2,3.9
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,87.3,2.8,28.4,94.3,4.8
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,44,0,38,116.1,4.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,91.1,0.7,28.8,88.7,4.9
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,59.5,2.6,36.3,86.1,6.1
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,91.3,0,27.8,72.9,6.9
720,10222,Supaul,Marauna,Sisowani,86.592841,26.252836,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,52.2,0,36.2,124,3.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,88.4,0.1,28.3,93.1,4.7
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,44.2,0,38,112.9,5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,91.9,2.8,28.6,89.3,4.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,60.1,0,35.4,85.4,5.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,91.9,0.4,27.7,73.9,6.9
721,10221,Supaul,Marauna,kadmaha,86.567162,26.259764,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,52.2,0,36.2,124,3.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,88.4,0.1,28.3,93.1,4.7
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,44.2,0,38,112.9,5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,91.9,2.8,28.6,89.3,4.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,60.1,0,35.4,85.4,5.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,91.9,0.4,27.7,73.9,6.9
722,10219,Supaul,Nirmali,Bela,86.64081,26.3339,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,50.2,0,36.2,120.5,3.7
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,88.8,0,28.3,93.9,4.8
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,45.3,0,37.9,105.7,5.9
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.8,10.3,28.6,92.2,4.3
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,63.8,0.3,37.8,84.6,6.1
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.8,9,27.6,74.3,6.5
723,10217,Supaul,Nirmali,Dagmara,86.74043,26.40931,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,51,0,36.5,99.3,5.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,89.1,0,28.3,90.7,4.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.5,50.5,0,37.7,90.7,5.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,89.3,7.4,28.9,87.4,3.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,71.2,8.7,36.6,89.9,5.4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,96.2,5.4,27.1,67,5.3
724,10218,Supaul,Nirmali,Dhighiya,86.69041,26.3628,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,48.9,0,36.4,128.1,3.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,88.9,0,28.3,91.8,4.9
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,50.8,0,37.9,88.8,7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.4,7.2,28.6,90,4.8
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,66.8,0.7,37.3,84.3,6.7
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93.4,3.8,27.5,72.4,5.8
725,10213,Supaul,Nirmali,Hariyahi,86.569251,26.334793,TRG,22JUN2020 1730 IST (12 hr FCST),1,50.6,0,36.2,114.5,4.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,88.5,0,28.3,94.2,4.8
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,44.5,0,38.1,112.6,6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.8,3.1,28.8,93.5,4.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,60.5,0,38.4,88.8,6.4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.3,9.9,27.7,73.1,6.6
726,10216,Supaul,Nirmali,Kamalpur,86.763789,26.426763,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,51,0,36.5,99.3,5.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,89.1,0,28.3,90.7,4.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.5,50.5,0,37.7,90.7,5.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,89.3,7.4,28.9,87.4,3.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,71.2,8.7,36.6,89.9,5.4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,96.2,5.4,27.1,67,5.3
727,10056,Supaul,Nirmali,Kunauli,86.788566,26.446341,TWS,22JUN2020 1730 IST (12 hr FCST),0.9,52.5,0,36.1,118.3,5.2
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,88.3,0,28.3,88.7,4.7
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.5,50.8,0,37.6,97.1,5.2
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,87.2,3.1,29.1,76,4.2
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,76.1,52,36.6,89,4.9
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94.5,25,27.3,63.9,6
728,10214,Supaul,Nirmali,Majhari,86.62367,26.319612,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,50.2,0,36.2,120.5,3.7
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,88.8,0,28.3,93.9,4.8
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,45.3,0,37.9,105.7,5.9
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.8,10.3,28.6,92.2,4.3
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,63.8,0.3,37.8,84.6,6.1
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.8,9,27.6,74.3,6.5
729,10232,Supaul,Nirmali,Nirmali,86.568139,26.308418,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,51.8,0,36.3,111.4,3.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.8,88.3,0,28.3,94.5,4.9
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,44.6,0,38,107.7,5.5
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,91.5,0.3,28.7,92.1,4.4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,60,0,37.5,87.6,6.2
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92,2.8,27.7,72.5,6.9
730,10108,Supaul,Pipra,Amha,86.68982,26.046372,TRG,22JUN2020 1730 IST (12 hr FCST),0.5,52.3,2.2,34.2,111.1,5.5
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,85.7,0,28.4,94.7,3.9
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.5,48.6,0,37.9,115.9,7.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,92.6,25.6,28.5,86.6,4.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,60.8,11.1,31.1,82.7,4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92,0,28,77.3,6.7
731,10133,Supaul,Pipra,Basaha,86.74986,26.13418,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,53.6,1.3,35.8,117.7,4.9
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,88.6,0.3,28.3,94.3,3.7
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.7,46.8,0,37.6,129.8,5.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.4,22.4,28.8,78,4.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,62.6,25.5,30.2,79.1,4.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93.3,18.8,27.5,81.1,6.6
732,10107,Supaul,Pipra,Dhubihai,86.85358,26.216444,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,56.8,0.6,35.8,113.4,5.2
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89.3,0,28.2,91.3,4.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,46.7,0,37.5,98.3,5.2
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.9,92.6,54.1,28.7,97.1,4.2
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,70.9,8.4,32.8,81.2,6.1
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,95.8,21.2,27.1,81.5,7
733,10113,Supaul,Pipra,Dinapati,86.768645,26.169868,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,53.1,0,36.2,120.6,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,88.6,0.1,28.3,93.3,4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,46.2,0,37.7,110.8,4.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.5,27.9,28.8,88.2,4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,67.5,30.5,30,74.3,5.4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94,32.1,27.4,83.9,6.9
734,10118,Supaul,Pipra,Katiya Mahe,86.69887,26.1633,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,53.5,0.5,36.2,121.6,5.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,88.5,0.1,28.3,92.7,4.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,45.4,0,37.8,112.7,4.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.9,52.4,28.7,83.2,4.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,65.6,17.6,30,78.6,4.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93.5,17.3,27.5,84.2,7.1
735,10109,Supaul,Pipra,Maheshpur,86.80449,26.20595,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,54.3,0.1,35.6,123.9,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89,0,28.2,92.3,4.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,46.2,0,37.6,100.2,5.2
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),0.8,92.4,41.3,28.6,95.2,4.1
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,71.3,16.9,30.5,81.3,6.1
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,95.1,6.4,27.2,81.8,7.2
736,10112,Supaul,Pipra,Nirmali,86.68361,26.137318,TRG,22JUN2020 1730 IST (12 hr FCST),0.6,52.7,0,35.3,120.3,5.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,87.4,5.3,28.4,93.4,4.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,46.7,8.8,37.7,114,5.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.8,25.5,28.8,78,4.9
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,61.4,5.3,30.4,79.9,4.9
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93,5.6,27.7,82.7,7.1
737,10115,Supaul,Pipra,Pathara Dhachhid,86.66236,26.13783,TRG,22JUN2020 1730 IST (12 hr FCST),0.6,52.7,0,35.3,120.3,5.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,87.4,5.3,28.4,93.4,4.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,46.7,8.8,37.7,114,5.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.8,25.5,28.8,78,4.9
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,61.4,5.3,30.4,79.9,4.9
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93,5.6,27.7,82.7,7.1
738,10114,Supaul,Pipra,Pathara Uttar,86.66225,26.13786,TRG,22JUN2020 1730 IST (12 hr FCST),0.6,52.7,0,35.3,120.3,5.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,87.4,5.3,28.4,93.4,4.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,46.7,8.8,37.7,114,5.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.8,25.5,28.8,78,4.9
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,61.4,5.3,30.4,79.9,4.9
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93,5.6,27.7,82.7,7.1
739,10005,Supaul,Pipra,Pipra,86.799423,26.163217,TWS,22JUN2020 1730 IST (12 hr FCST),0.8,53.5,0.6,35.5,122.3,4.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89,0,28.2,92.8,3.9
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,47.1,0.5,37.5,106,4.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.7,12,28.7,91.3,4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,69.9,15.2,30.1,73.4,5.9
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94.5,37.7,27.3,82.6,7
740,10123,Supaul,Pipra,RamNagar,86.6917,26.0806,TRG,22JUN2020 1730 IST (12 hr FCST),0.5,52.1,0.7,35.1,116,5.5
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,85.9,0,28.4,95.3,4.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,47.9,0.4,37.9,121.8,7.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90,29.5,28.8,84.4,4.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,60.9,6.3,30.6,78.8,4.4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.8,15,27.8,80,6.7
741,10121,Supaul,Pipra,Rampur,86.80625,26.103239,TRG,22JUN2020 1730 IST (12 hr FCST),0.6,53.2,0.5,35.8,114.1,4.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,88,0.2,28.3,95.5,3.4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,47.1,0,37.6,134.1,6.2
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,91.2,0,28.7,72.8,4.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,57.3,13.9,31.8,78.8,4.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92.5,11.3,27.7,75.5,6.4
742,10116,Supaul,Pipra,Ratwauli,86.718022,26.18305,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,53.5,0.5,36.2,121.6,5.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,88.5,0.1,28.3,92.7,4.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,45.4,0,37.8,112.7,4.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.9,52.4,28.7,83.2,4.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,65.6,17.6,30,78.6,4.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93.5,17.3,27.5,84.2,7.1
743,10111,Supaul,Pipra,Thadi Bhawanipur,86.789863,26.189497,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,53.5,0.6,35.5,122.3,4.6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89,0,28.2,92.8,3.9
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,47.1,0.5,37.5,106,4.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.7,12,28.7,91.3,4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.9,69.9,15.2,30.1,73.4,5.9
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94.5,37.7,27.3,82.6,7
744,10120,Supaul,Pipra,Thumha,86.76966,26.15172,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,53.1,0,36.2,120.6,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,88.6,0.1,28.3,93.3,4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,46.2,0,37.7,110.8,4.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.5,27.9,28.8,88.2,4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,67.5,30.5,30,74.3,5.4
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94,32.1,27.4,83.9,6.9
745,10110,Supaul,Pipra,Tulapati,86.71458,26.14109,TRG,22JUN2020 1730 IST (12 hr FCST),0.6,52.9,0.5,35.9,117.2,5.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,88.1,0.1,28.3,94.3,3.9
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,46.6,0.4,37.8,123.4,6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.5,43.6,28.8,76.7,4.8
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),1,62.5,32.7,29.8,81.5,4.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,93.4,17.5,27.6,81.9,6.6
746,10209,Supaul,Pratapganj,Bhawanipur Uttar,86.961382,26.318732,TRG,22JUN2020 1730 IST (12 hr FCST),1,57.4,0,36,123.5,5.2
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,88.6,0,28.2,91.3,4.5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,53.2,0.4,37.4,88.3,6.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,95.9,1,28.2,93.1,3.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,70.2,6.4,36.7,85.3,6.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94.6,22.5,27.1,87.8,7.2
747,10211,Supaul,Pratapganj,Chitawani Dhashian,86.910247,26.271263,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,58.1,0,36,106.1,6.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89.1,0,28.1,91.5,4.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,50.5,0,37.4,87.4,5.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,93.2,7.8,28.5,91.6,3.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,69.9,3.3,34.1,80.9,6.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,95.3,12.8,27.1,82.8,7.1
748,10181,Supaul,Pratapganj,Chitawani Uttar,86.910247,26.271268,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,58.1,0,36,106.1,6.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89.1,0,28.1,91.5,4.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,50.5,0,37.4,87.4,5.7
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,93.2,7.8,28.5,91.6,3.6
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,69.9,3.3,34.1,80.9,6.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,95.3,12.8,27.1,82.8,7.1
749,10208,Supaul,Pratapganj,Gobindh Pur,86.975528,26.338842,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,57.9,0.5,36,129.2,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,89.2,1.8,28.1,90.1,4.3
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.8,53.7,0,37.3,83.4,6.3
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,96,1.4,28.1,93.4,3.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,74.9,35.5,36.5,84.7,6.3
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,95.1,45.5,27.1,89.9,6.7
750,10212,Supaul,Pratapganj,Pratapganj,86.958826,26.293787,TRG,22JUN2020 1730 IST (12 hr FCST),1,57.8,0,36,116.3,5.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,88.9,0,28.1,91.8,4.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,54.2,0,37.4,84.9,6.2
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,95.6,11.1,28.2,91.1,3.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,69.4,0.2,36.5,83.6,6.9
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94.8,24.4,27.2,84.1,6.9
751,10206,Supaul,Pratapganj,SriPur,86.92241,26.355168,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,56.4,0,35.9,133.3,5.4
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,89.8,4.5,28.1,90,4.5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.5,52.4,0.4,37.4,90.4,6.2
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,93.7,0.3,28.4,93.3,4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,75.5,40.2,36.5,87.7,6.2
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94,8.6,27.3,91.7,6.5
752,10008,Supaul,Pratapganj,Sukha Nagar,86.936127,26.286834,TWS,22JUN2020 1730 IST (12 hr FCST),1,57.8,0,36,116.3,5.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,88.9,0,28.1,91.8,4.2
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,54.2,0,37.4,84.9,6.2
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,95.6,11.1,28.2,91.1,3.5
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.7,69.4,0.2,36.5,83.6,6.9
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,94.8,24.4,27.2,84.1,6.9
753,10207,Supaul,Pratapganj,Surja Pur,86.965075,26.257295,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,57.3,0,35.8,116.9,4.9
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89,0,28.1,91.8,4
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,55,0,37.3,76.3,6
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,95.2,46.8,28.2,95.1,4.2
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,73.8,14.3,34.8,83.4,6.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,97,18.4,26.9,83.5,7.3
754,10210,Supaul,Pratapganj,Takuna,86.97211,26.274817,TRG,22JUN2020 1730 IST (12 hr FCST),0.9,57.7,0,35.4,121.5,4.8
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,89,0,28.1,91.3,4.1
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),1,54.6,0.4,37.3,80,5.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,96.7,13.2,28,96.2,3.7
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,71.7,6.7,36.5,84.9,6.6
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,95.5,20,27,89.2,7.1
755,10168,Supaul,Raghopur,Bayasi,86.930913,26.408812,TRG,22JUN2020 1730 IST (12 hr FCST),0.7,55.6,0,35.5,137.9,5.3
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,89.4,4,28.2,88.9,4.5
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.4,51.5,0,37.4,97.7,5.2
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,90.8,2.4,28.7,88.5,4
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,74.1,25.3,36.3,86.8,6.5
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,92,24,27.5,84.3,6.1
756,10165,Supaul,Raghopur,Bisanpur Daulat Pur,86.910931,26.351961,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,57.6,0,35.6,115.8,6
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),1,88.6,0,28.2,92.1,4.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.9,51.8,0.8,37.5,92.1,6.1
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,96,11.3,28.1,88.7,3.8
,,,,,,,,24JUN2020 1730 IST (60 hr FCST),0.8,68.8,0.1,36.6,85.9,6.8
,,,,,,,,25JUN2020 0530 IST (72 hr FCST),1,95,23.1,27.2,86.6,6.8
757,10164,Supaul,Raghopur,Boraha,86.903347,26.367527,TRG,22JUN2020 1730 IST (12 hr FCST),0.8,57.2,0,35.3,124.5,6.1
,,,,,,,,23JUN2020 0530 IST (24 hr FCST),0.9,89.7,1.6,28.1,91.1,4.6
,,,,,,,,23JUN2020 1730 IST (36 hr FCST),0.5,51.1,0.4,37.5,88.3,5.8
,,,,,,,,24JUN2020 0530 IST (48 hr FCST),1,93,0.9,28.5,91.7,4
